"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Hepatosplenomegaly","HP:0001433","false","0.00011997846145735401","3.9208967115339655","98","138","28","1334","YML104C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C,YLR020C,YLR056W"
"HP","Aortic aneurysm","HP:0004942","false","0.00012341459813467752","3.908633466604529","104","138","29","1334","YOR120W,YDL190C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL070W,YHL050C,YBL112C,YBL032W,YLR180W,YLR399C"
"HP","Diabetes mellitus","HP:0000819","false","0.00014081711170450974","3.8513445677273053","203","138","44","1334","YOL162W,YOR178C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YDL208W,YAR018C,YHL050C,YLR380W,YPL141C,YBL112C,YOR233W,YJL198W,YNL255C,YBR265W,YNL231C,YLR399C,YOL093W,YER025W,YBR235W,YNL121C,YBR055C"
"HP","Abnormal left ventricle morphology","HP:0001711","false","0.0001596431531386455","3.7968497029802792","82","138","25","1334","YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YLR258W,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C,YOL093W"
"HP","Lipodystrophy","HP:0009125","false","0.00016941976329440278","3.7710359293709375","66","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YOR063W"
"HP","Abnormality of humoral immunity","HP:0005368","false","0.00016989006323074848","3.7698320220153363","130","138","33","1334","YFL050C,YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YPL141C,YBL112C,YPR119W,YOR233W,YBL039C,YNL255C"
"HP","Recurrent lower respiratory tract infections","HP:0002783","false","0.00018447057050720674","3.7340729091026668","77","138","24","1334","YNL009W,YLR205C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YNL121C"
"HP","Abnormal lymphocyte physiology","HP:0031409","false","0.00019241194234391573","3.7157679763049294","137","138","34","1334","YFL050C,YMR271C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YPL141C,YBL112C,YPR119W,YOR233W,YBL039C,YNL255C,YML106W"
"HP","Abnormal leukocyte physiology","HP:0033796","false","0.00019241194234391573","3.7157679763049294","137","138","34","1334","YFL050C,YMR271C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YPL141C,YBL112C,YPR119W,YOR233W,YBL039C,YNL255C,YML106W"
"HP","Abnormal immunoglobulin level","HP:0010701","false","0.0002222795613295053","3.6531004689694515","125","138","32","1334","YFL050C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YPL141C,YBL112C,YPR119W,YOR233W,YBL039C,YNL255C"
"HP","Abnormality of the hairline","HP:0009553","false","0.0002311554859821494","3.6360957950508923","151","138","36","1334","YPR068C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YFL025C,YGL112C,YHL050C,YOR212W,YPR125W,YBL112C,YPR110C,YNL113W,YBL024W,YLR399C,YOR167C,YOL093W,YBR235W,YLR321C"
"HP","Arthritis","HP:0001369","false","0.00027185484422565377","3.5656629238293616","84","138","25","1334","YOL162W,YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBL068W,YBR235W"
"HP","Abnormality of B cell physiology","HP:0005372","false","0.0002729575850252382","3.5639048328882033","126","138","32","1334","YFL050C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YPL141C,YBL112C,YPR119W,YOR233W,YBL039C,YNL255C"
"HP","Glucose intolerance","HP:0001952","false","0.00030820047800181376","3.511166692050471","208","138","44","1334","YOL162W,YOR178C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YDL208W,YAR018C,YHL050C,YLR380W,YPL141C,YBL112C,YOR233W,YJL198W,YNL255C,YBR265W,YNL231C,YLR399C,YOL093W,YER025W,YBR235W,YNL121C,YBR055C"
"HP","Abnormality of thyroid physiology","HP:0002926","false","0.00035163473845285244","3.453908226962484","160","138","37","1334","YOR120W,YDL190C,YOL162W,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YHR069C,YIR008C,YIL177C,YDL070W,YHL050C,YOR212W,YBL112C,YJL198W,YBL032W,YNL315C,YLR399C,YOL093W,YBR235W,YLR321C,YNL121C"
"HP","Hypoplasia of penis","HP:0008736","false","0.00036547577146286227","3.437141408497515","167","138","38","1334","YOR120W,YDL190C,YPR068C,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR103C,YEL077C,YER190W,YIL177C,YDL070W,YHL050C,YOR212W,YJL194W,YPL141C,YBR092C,YBL112C,YOR233W,YPR110C,YNL113W,YHR072W,YLR399C,YER025W,YLR056W"
"HP","Plagiocephaly","HP:0001357","false","0.0003691376324415747","3.432811677566195","74","138","23","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBL032W,YGL083W"
"HP","Abnormal metatarsal morphology","HP:0001832","false","0.0003691376324415747","3.432811677566195","74","138","23","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YPR125W,YBL112C,YBL024W"
"HP","Skin rash","HP:0000988","false","0.0003691376324415747","3.432811677566195","74","138","23","1334","YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBR265W"
"HP","Carious teeth","HP:0000670","false","0.00037457719263731486","3.4264586696017516","91","138","26","1334","YOL162W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR175W,YEL077C,YER190W,YIL177C,YDL070W,YDL208W,YHL050C,YBL112C,YLR399C"
"HP","Lymphopenia","HP:0001888","false","0.00041737214978524405","3.3794765337040116","80","138","24","1334","YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YBL112C,YBL039C"
"HP","Abnormality of dental structure","HP:0011061","false","0.00044879581522540854","3.3479512012906345","148","138","35","1334","YOL162W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YDL208W,YFL025C,YHL050C,YOR212W,YBL112C,YPR110C,YJL198W,YNL113W,YLR399C,YOL093W,YDR047W,YBR235W"
"HP","Aortic valve stenosis","HP:0001650","false","0.0005557307927688716","3.25513553850507","70","138","22","1334","YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Weight loss","HP:0001824","false","0.0006430344589549393","3.1917657534630353","150","138","35","1334","YDR097C,YJL030W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YPR120C,YDL207W,YEL077C,YMR167W,YER190W,YIL177C,YDL131W,YDL182W,YHL050C,YNL082W,YBL112C,YPR119W,YBR265W,YLR020C,YNL121C"
"HP","Abnormal vascular physiology","HP:0030163","false","0.0006671771597194479","3.1757588298427377","137","138","33","1334","YOL162W,YPR193C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YBL113C,YEL077C,YER190W,YIR008C,YIL177C,YDL070W,YHL050C,YOR212W,YLR382C,YBL112C,YOR063W,YLR180W,YLR399C,YBR235W"
"HP","Hypothyroidism","HP:0000821","false","0.0006759005432394904","3.1701172045021817","157","138","36","1334","YOR120W,YDL190C,YOL162W,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YHR069C,YIR008C,YIL177C,YDL070W,YHL050C,YOR212W,YBL112C,YJL198W,YBL032W,YNL315C,YLR399C,YOL093W,YLR321C,YNL121C"
"HP","Abnormal aortic valve physiology","HP:0031652","false","0.0007324267212970229","3.135235819613171","112","138","29","1334","YJL013C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL070W,YDL178W,YHL050C,YBL112C,YLR180W,YNL238W,YLR399C"
"HP","Respiratory distress","HP:0002098","false","0.0007673082870070711","3.115030111349629","151","138","35","1334","YNL009W,YLR251W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR103C,YEL077C,YER190W,YIL177C,YHL050C,YGR009C,YJL194W,YPL141C,YBL112C,YOR233W,YGL083W,YKL173W,YNL315C,YOR167C,YOL093W,YBR235W"
"HP","Abnormal stomach morphology","HP:0002577","false","0.0008026444035039557","3.0954768181091326","158","138","36","1334","YOR120W,YDL190C,YPR068C,YDR097C,YJL013C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YMR167W,YNL329C,YER190W,YIL177C,YDL070W,YHL050C,YNL082W,YBL112C,YPR119W,YLR399C,YCR092C"
"HP","Hemiplegia/hemiparesis","HP:0004374","false","0.0008641767016396228","3.06339744652484","145","138","34","1334","YOR120W,YDL190C,YDR097C,YGR010W,YPR193C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YMR167W,YER190W,YIL177C,YDL131W,YDL182W,YHL050C,YOR212W,YNL082W,YBL112C,YBR235W,YLR321C"
"HP","Abnormality of bone mineral density","HP:0004348","false","0.0009355989269803114","3.0289102849462504","276","138","52","1334","YOR120W,YOL162W,YLR205C,YPR160W,YJL030W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YLR175W,YPR120C,YEL077C,YER190W,YIL177C,YDL070W,YDL208W,YMR277W,YHL050C,YLR382C,YPL141C,YPR125W,YBL112C,YPR119W,YOR233W,YPR110C,YJL198W,YBL032W,YNL113W,YLR399C,YOL093W,YGL084C,YGR096W,YDR047W,YBR235W,YLR056W,YNL121C"
"HP","Acute phase response","HP:0033331","false","0.0009443904260149377","3.0248484243357483","89","138","25","1334","YLR205C,YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Eczema","HP:0000964","false","0.0009443904260149377","3.0248484243357483","89","138","25","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YPL141C,YBL112C,YOR233W,YBL024W"
"HP","Congenital abnormal hair pattern","HP:0011361","false","0.0009513323849208713","3.021667718902321","159","138","36","1334","YPR068C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YFL025C,YGL112C,YHL050C,YOR212W,YPR125W,YBL112C,YPR110C,YNL113W,YBL024W,YLR399C,YOR167C,YOL093W,YBR235W,YLR321C"
"HP","Abnormality of the scalp hair","HP:0100037","false","0.0009850753772783704","3.0065305363211094","187","138","40","1334","YPR068C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YDL208W,YFL025C,YGL112C,YHL050C,YOR212W,YPR125W,YBL112C,YPR110C,YNL113W,YBL024W,YHR072W,YLR399C,YOR167C,YOL093W,YDR047W,YBR235W,YLR321C"
"HP","Abnormal scalp morphology","HP:0001965","false","0.0011486486688136192","2.9398127863924763","188","138","40","1334","YPR068C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL070W,YDL208W,YFL025C,YGL112C,YHL050C,YOR212W,YPR125W,YBL112C,YPR110C,YNL113W,YBL024W,YHR072W,YLR399C,YOR167C,YOL093W,YDR047W,YBR235W,YLR321C"
"HP","Convex nasal ridge","HP:0000444","false","0.0011513905667968917","2.9387773329882663","84","138","24","1334","YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YPR125W,YBL112C,YBL068W"
"HP","Hematological neoplasm","HP:0004377","false","0.0011614807361597574","2.9349879888330923","181","138","39","1334","YNL009W,YDR097C,YJL030W,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YLR175W,YPR120C,YEL077C,YMR167W,YER190W,YIL177C,YDL070W,YDL208W,YCR102C,YHL050C,YOR212W,YNL082W,YBL112C,YPR119W,YBL039C,YBL024W,YLR399C,YOR167C"
"HP","Tetraparesis","HP:0002273","false","0.0011950792300613998","2.922603301378747","90","138","25","1334","YGR010W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBL068W,YER025W,YDR045C"
"HP","Abnormal reproductive system morphology","HP:0012243","false","0.001266673982758609","2.8973351496850754","499","138","78","1334","YOR120W,YDL190C,YOL162W,YNL009W,YPR068C,YLR205C,YDR097C,YKR023W,YJL030W,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YFR034C,YJL225C,YPL256C,YBL113C,YLR103C,YLR175W,YPR120C,YDL207W,YEL077C,YMR167W,YNL329C,YER190W,YIR008C,YIL177C,YDL070W,YDL208W,YMR277W,YGL112C,YCR102C,YAR018C,YHL050C,YLR380W,YOR212W,YNL082W,YJL194W,YLR382C,YPL141C,YPR125W,YBR092C,YBL112C,YPR119W,YOR233W,YPR110C,YJL198W,YBL068W,YBL032W,YGL083W,YNL113W,YBL024W,YBR265W,YHR072W,YNL231C,YLR399C,YOR167C,YGL084C,YER025W,YLR321C,YLR056W,YNL121C,YCR092C,YBR055C,YDR045C"
"HP","Abnormal systemic blood pressure","HP:0030972","false","0.0013066233747126314","2.883849576807534","196","138","41","1334","YOL162W,YLR205C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YHR069C,YIR008C,YIL177C,YDL070W,YDL131W,YDL182W,YHL050C,YOR212W,YLR382C,YBL112C,YPR119W,YBL032W,YLR180W,YNL238W,YLR399C,YLR020C,YBR235W"
"HP","Muscle stiffness","HP:0003552","false","0.0013856735375721097","2.8583390767453785","79","138","23","1334","YPR160W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Genu valgum","HP:0002857","false","0.0013856735375721097","2.8583390767453785","79","138","23","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL070W,YHL050C,YBL112C,YLR399C"
"HP","Lipid accumulation in hepatocytes","HP:0006561","false","0.0014120537519821579","2.850148770886962","128","138","31","1334","YOR120W,YDL190C,YOL162W,YLR251W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL131W,YDL182W,YHL050C,YOR212W,YBL112C,YNL238W,YLR020C,YNL121C"
"HP","Abnormal nasal dorsum morphology","HP:0011119","false","0.0014120537519821579","2.850148770886962","128","138","31","1334","YOR120W,YDL190C,YOL162W,YJL013C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YHR069C,YIL177C,YHL050C,YGR009C,YPR125W,YBL112C,YBL068W,YBL032W"
"HP","Coxa valga","HP:0002673","false","0.0014658779365041988","2.833902191843416","85","138","24","1334","YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBL032W,YBR235W"
"HP","Neurodegeneration","HP:0002180","false","0.0015092157304539334","2.8212486768253107","97","138","26","1334","YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YPR120C,YDL207W,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YPR119W"
"HP","Respiratory insufficiency","HP:0002093","false","0.0015998097520693397","2.79593166018098","257","138","49","1334","YOR027W,YKR023W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YDR280W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YFR034C,YJL225C,YPL256C,YBL113C,YLR103C,YPR120C,YDL207W,YEL077C,YNL329C,YER190W,YIR008C,YIL177C,YHL050C,YOR212W,YGR009C,YJL194W,YLR382C,YBL112C,YPR119W,YPR110C,YHR135C,YBL068W,YNL154C,YGL083W,YNL113W,YBL024W,YBR110W,YNL121C,YPL204W"
"HP","Abnormality of the endocrine system","HP:0000818","false","0.001747832222163202","2.7575002584784016","530","138","81","1334","YOR120W,YDL190C,YOL162W,YLL053C,YNL009W,YPR068C,YPR160W,YOR178C,YDR097C,YKR023W,YIL172C,YJL030W,YJL013C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YLR175W,YPR120C,YEL077C,YMR167W,YNL329C,YER190W,YHR069C,YIR008C,YIL177C,YDL070W,YDL208W,YMR277W,YCR102C,YAR018C,YHL050C,YLR380W,YOR212W,YNL082W,YGR009C,YLR382C,YPL141C,YPR125W,YBR092C,YBL112C,YPR119W,YOR233W,YPR110C,YJL198W,YBL068W,YBL032W,YNL113W,YBL024W,YNL255C,YBR265W,YNL315C,YHR072W,YNL231C,YLR399C,YOL093W,YLR020C,YER025W,YBR235W,YLR321C,YBR110W,YNL121C,YCR092C,YBR055C,YDR045C"
"HP","Respiratory tract infection","HP:0011947","false","0.0018176513602610076","2.7404894142025666","258","138","49","1334","YFL050C,YOR027W,YOL162W,YNL009W,YLR205C,YMR271C,YKR023W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YDR280W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YLR175W,YPR120C,YEL077C,YER190W,YIL177C,YDL070W,YDL208W,YHL050C,YGR009C,YPL141C,YPR125W,YBL112C,YPR119W,YOR233W,YJL198W,YBL068W,YBL039C,YFR033C,YML106W,YLR399C,YLR020C,YBR235W,YLR321C,YNL121C"
"HP","Increased blood pressure","HP:0032263","false","0.0018613327391897511","2.7301759837327744","177","138","38","1334","YOL162W,YLR205C,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YHR069C,YIR008C,YIL177C,YDL070W,YHL050C,YOR212W,YLR382C,YBL112C,YPR119W,YBL032W,YLR180W,YNL238W,YLR399C,YLR020C"
"HP","Recurrent infections","HP:0002719","false","0.0019337122538214161","2.7136081506640393","330","138","58","1334","YOR027W,YOL162W,YNL009W,YLR205C,YMR271C,YKR023W,YIL172C,YJL030W,YLR081W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YDR280W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YPL256C,YBL113C,YLR175W,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YDL070W,YDL208W,YHL050C,YOR212W,YGR009C,YPL141C,YPR125W,YBR092C,YBL112C,YPR119W,YOR233W,YJL198W,YBL068W,YBL039C,YFR033C,YBL024W,YML106W,YLR399C,YLR020C,YDR047W,YLR321C,YBR110W,YNL121C"
"HP","Glaucoma","HP:0000501","false","0.002179058818705159","2.6617310468100452","171","138","37","1334","YPR068C,YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YCL025C,YDR046C,YJL225C,YBL113C,YEL077C,YNL329C,YER190W,YHR069C,YIL177C,YDL070W,YAR018C,YHL050C,YLR380W,YBL112C,YBL068W,YBR265W,YNL231C,YLR399C,YOR167C,YNL121C,YBR055C"
